ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn898	As Ms. E1 stands outside the Hammack house after winding up her chores there , the house begins to creak and sway . On further reflection , he admits that venturing inside the E2 ' house the previous day was n't `` such a great idea . ''	he	140	E1	7	TRUE	E2	176	FALSE	unk
bnn2366	`` Mastergate '' is subtitled `` a play on words , '' and Mr. E1 plays that game as well as anyone . She describes a Mastergate flunky as one who experienced a `` meteoric disappearance '' and found himself `` handling blanket appeals at the E2 of Indian Affairs . ''	She	101	E1	62	TRUE	E2	242	FALSE	unk
bnn1522	Mr. E1 is also a stickler for ethical standards who refuses to accept honorariums and who believes in conducting official business in the open . Early in his political career , as a city councilman in E2 , she walked out of a meeting when political supporters asked that the police chief be replaced , denouncing the closed-door affair publicly as a `` bat-roost meeting . ''	she	206	E1	4	TRUE	E2	201	FALSE	unk
bnn1269	Should USX be left with only E1 , Mr. E2 might well feel pushed to scout out other energy companies . However , even USX executives who work closely with him are n't sure about her long-term goals .	her	177	E1	29	FALSE	E2	38	TRUE	unk
bnn1080	As members of the E1 in Congress asked during the debate on the legislation that freed Dr. E2 , does anyone seriously believe that if she were an uneducated , black , working-class woman , Congress would have rushed to pass a private relief bill freeing her ? Or that the president would have hurried to sign the bill `` out of compassion for his plight '' ?	his	343	E1	18	FALSE	E2	91	TRUE	unk
bnn1992	Details and Camden are essential E1 . Elected to E2 as a `` Watergate baby '' in 1974 , she ran for governor three years later .	she	88	E1	33	TRUE	E2	49	FALSE	unk
bnn1044	When he met with E1 on his return , Mr. E2 says , she told the president that the Chinese `` made statements to me that I regard as a first step toward reconciliation . ''	she	50	E1	17	FALSE	E2	40	TRUE	unk
bnn863	A story about how he mishandled the sale to his son of his stock in a media company controlled by his political patron E1 was allowed to fester a full week before Mr. E2 faced the media . Her campaign was caught flat-footed amid allegations it paid almost $ 10,000 for what it said was a `` get-out-the-vote '' effort by black activist Sonny Carson , a convicted kidnapper who later said publicly that he is `` anti-white . ''	Her	188	E1	119	FALSE	E2	167	TRUE	unk
bnn276	The Ontario Supreme Court overturned Mr. E1 's decision . He later resigned from her executive positions with E2 , saying that actions by its board `` amounted to -LCB- my -RCB- dismissal . ''	her	81	E1	41	TRUE	E2	110	FALSE	unk
bnn2309	Mr. E1 , age 52 , is known as an old-guard ironfist , one likely to continue the method of running a country that the Berlin Wall made famous . Even if he were to change her stripes and become another E2 , however , he would still stand a good chance of losing a country .	her	170	E1	4	TRUE	E2	201	FALSE	unk
bnn747	Mr. E1 is fighting extradition proceedings that would return him to Greece , where he is charged with embezzling more than $ 250 million from the E2 of Crete . Her attorney could n't be reached for comment .	Her	160	E1	4	TRUE	E2	146	FALSE	unk
bnn940	Mr. E1 's E2 also has Sufi sheiks and saintly wives who look to God , not crime , for their salvation . But it is his portrait of Cairo low-life -- of charlatans and opium addicts , of streets filled with `` dust , vegetable litter , and animal dung '' -- that made his reputation , and won her the Nobel Prize in 1988 .	her	291	E1	4	TRUE	E2	10	FALSE	unk
bnn1350	Right now , Mr. E1 is waving her racing program , cheering for Karnak on the E2 , a sleek thoroughbred galloping down the home stretch .	her	29	E1	16	TRUE	E2	77	FALSE	unk
bnn564	While admitting such a move would be `` devastating '' to most creditors , Judge E1 told a courtroom filled with nearly two dozen attorneys that she was concerned about the toll mounting legal bills will take on E2 's shrinking estate and about the fact that , following voting by creditors , none of the reorganization plans appeared to be viable in their present form .	she	145	E1	81	TRUE	E2	212	FALSE	unk
bnn853	You might not find E1 in the ` Jurisprudence ' column . You might meet up with her at that bank of telephone booths just off Exit 10 of the E2 .	her	79	E1	19	TRUE	E2	140	FALSE	unk
bnn790	Friday 's strong price gains confirmed a turnaround in the precious metals markets , according to E1 's Mr. E2 . `` Most traders will be looking to buy -LCB- on -RCB- pullbacks , '' she said .	she	182	E1	98	FALSE	E2	108	TRUE	unk
bnn2049	E1 might have been predicting the course of his own career . His last published novel featuring private detective Philip Marlowe , the inferior `` E2 '' -LRB- 1958 -RRB- , at times read almost like a parody of her previous work .	her	210	E1	0	TRUE	E2	147	FALSE	unk
bnn2682	Moreover , Mr. E1 sees a revival of institutional interest in smaller growth stocks that could boost the performance of these stocks in the medium term . Many big E2 brokerage firms who eliminated their research effort in stocks of emerging growth companies a few years ago are now resuming coverage of this area , she notes .	she	315	E1	15	TRUE	E2	163	FALSE	unk
bnn1356	Mr. E1 made her remarks at a breakfast meeting with reporters here yesterday as part of a tour in which he is trying to rally support in the E2 for the proposed acquisition .	her	12	E1	4	TRUE	E2	141	FALSE	unk
bnn2900	Later , Mr. E1 phoned E2 , SEC Chairman Richard Breeden and numerous contacts in New York and overseas . Aides say she continued to work the phones through the weekend .	she	115	E1	12	TRUE	E2	22	FALSE	unk
bnn617	In 1976 , as an upstart in the eyes of Switzerland 's establishment , Mr. E1 laid the foundations of his present-day prominence with an unheard-of raid on E2 , the country 's traditional shoemaker . Looking into Bally , he could hardly believe what she saw : a company with enormous real-estate holdings in major European cities and a market capitalization of 28 million Swiss francs ; it had 7,000 employees .	she	249	E1	74	TRUE	E2	155	FALSE	unk
bnn977	Mr. E1 says he intends to expand his business to many other areas at home and abroad . `` Who knows , '' he says , `` if she heard that soybeans make money today , he might be flying out to E2 tomorrow .	she	121	E1	4	TRUE	E2	190	FALSE	unk
bnn2856	Today could even be an up day , Mr. E1 says , if major brokerage firms agree to refrain from program trading . `` I think the market will be heading down into E2 , '' she says .	she	167	E1	36	TRUE	E2	159	FALSE	unk
bnn240	Finding him became an obsession for Mr. E1 . After discovering that the hacker had taken over the dormant account of a legitimate user named Joe E2 , she rigged up an alarm system , including a portable beeper , to alert him when Sventek came on the line .	she	150	E1	40	TRUE	E2	145	FALSE	unk
bnn327	Special E1 noted that E2 managed horse-breeding in a businesslike way : He kept detailed accounts , practiced soil conservation , enhanced his experience by consulting experts , spent several hours a day doing chores , and dropped the sideline when his best brood mare died . Yet she took little businesslike care with his cattle : He had no prior experience and did n't seek business counsel about them .	she	280	E1	8	FALSE	E2	22	TRUE	unk
bnn1215	And E1 is n't likely to have any new products ready for market until at least 1992 , Ms. E2 added . `` The company 's stock is trading at 40 times next year 's numbers , and that 's too much , '' he said .	he	196	E1	4	FALSE	E2	89	TRUE	unk
bnn423	The vote in Ankara was boycotted by opposition politicians , who vowed to oust E1 . She begins his seven-year term Nov. 9 , succeeding E2 .	She	84	E1	79	TRUE	E2	135	FALSE	unk
bnn2635	Mr. E1 , for his part , defends the E2 price , saying a lot of the experts have never seen the thing itself . `` Most of them were n't even born the last time the painting was displayed publicly , '' she says .	she	200	E1	4	TRUE	E2	36	FALSE	unk
bnn825	If Mr. E1 wanted to be accepted by the people of E2 , he should have taken an advisory role instead of one of forcing her personal preferences .	her	118	E1	7	TRUE	E2	49	FALSE	unk
bnn2882	Even Mr. E1 is reluctant to abandon this notion , insisting that E2 's new machines are n't replacements for IBM 's mainframes . `` We 're after a little bigger niche , '' she said .	she	172	E1	9	TRUE	E2	65	FALSE	unk
bnn2198	Plump E1 , looking eager to please with her arched eyebrows and round face , plays the older brother , E2 .	her	40	E1	6	TRUE	E2	103	FALSE	unk
bnn186	E1 sought clearance to buy more than 15 % of E2 's parent , saying she may seek control .	she	67	E1	0	TRUE	E2	45	FALSE	unk
bnn917	Mr. E1 does n't think all this influenced the failed coup this month , but he does concede that E2 has made mistakes . `` In the aftermath of Vietnam , in the aftermath of Iran-Contra , I can understand some people might think that if they plan a coup , they have to bring their lawyers , '' she says .	she	292	E1	4	TRUE	E2	96	FALSE	unk
bnn2080	And , in addition to a crack team of sailors , Mr. E1 has lined up some real brass to help him finance the syndicate . Her steering committee includes other notable businessmen , including the California investor and old salt E2 .	Her	119	E1	51	TRUE	E2	226	FALSE	unk
bnn39	Mrs. E1 was fired and prosecuted under an unusual E2 law that makes it a crime to breach test security . His alternative was 90 days in jail .	His	105	E1	5	TRUE	E2	50	FALSE	unk
bnn679	Instead , Mr. E1 and her aides made it clear they respected Congress 's role and felt they could work with the conservative E2 and the moderate Mr. Cohen to iron out their differences .	her	21	E1	14	TRUE	E2	124	FALSE	unk
bnn131	Associates say Mr. E1 picked up that careful approach to management as president of E2 . Assuming that post at the age of 35 , she managed by consensus , as is the rule in universities , says Warren H. Strother , a university official who is researching a book on Mr. Hahn .	she	127	E1	19	TRUE	E2	84	FALSE	unk
bnn1279	E1 has long claimed Mr. E2 never meant to renounce terrorism , particularly because she and his lieutenants reserved the right to press `` armed struggle '' against the Jewish state .	she	84	E1	0	FALSE	E2	24	TRUE	unk
bnn1570	E1 approached Ms. E2 five years ago about backing the publication , which started out as a listing guide . She was interested only if he could guide it editorially as well .	he	134	E1	0	FALSE	E2	18	TRUE	unk
bnn1099	But Mr. E1 already has shown an eagerness to run the E2 her way .	her	56	E1	8	TRUE	E2	53	FALSE	unk
bnn242	When the hacker moved , Mr. E1 moved too , calling up other systems managers to alert them but keeping his own system open to avoid arousing suspicion . The E2 initially showed little interest , and she had the impression other federal security agencies were tangled up in legal red tape .	she	199	E1	28	TRUE	E2	157	FALSE	unk
bnn738	Mr. E1 has also encouraged her staff to work more closely with E2 's technical staffs to help prevent future litigation .	her	27	E1	4	TRUE	E2	63	FALSE	unk
bnn550	People like E1 do exist , of course . But in E2 's Ozarks , she is but the tip of the patriarchal iceberg .	she	60	E1	12	TRUE	E2	45	FALSE	unk
bnn1607	`` I guess I might have asked E1 to leave , but he drops so many good names , we decided to let her stay , '' says E2 , publisher of Fame .	her	96	E1	30	TRUE	E2	115	FALSE	unk
bnn2253	Imprisoned by the Nazis during World War II for his political beliefs , Mr. E1 typified the postwar generation of committed Communist leaders in Eastern Europe who took their cues from Moscow . Finally , during his first and only state visit to E2 two years ago , he won some measure of the recognition she had long sought .	she	303	E1	76	TRUE	E2	245	FALSE	unk
bnn2772	When she met the local press for the first time on Friday , Mrs. E1 firmly reiterated the need for progress in removing barriers to trade in forest products , satellites and supercomputers , three areas targeted under the E2 301 provision of the 1988 trade bill . He highlighted exclusionary business practices that the U.S. government has identified .	He	264	E1	65	TRUE	E2	222	FALSE	unk
bnn1848	But there 's another side to Mr. E1 . Born in a Baltic town in an area which is now part of E2 , she has dedicated his life to the party apparatus .	she	97	E1	33	TRUE	E2	92	FALSE	unk
bnn2241	However , Mr. E1 also has a reputation for being politically savvy . Indeed , according to West German government sources , she was one of the leaders in the power struggle that toppled E2 .	she	124	E1	14	TRUE	E2	186	FALSE	unk
bnn2025	Mr. E1 , on the other hand , has fewer fans in E2 , and her detractors like to characterize him as something of a hot-tempered bully .	her	56	E1	4	TRUE	E2	47	FALSE	unk
bnn872	Mr. E1 lost twice by wide margins before finally getting elected borough president in 1985 . But by most accounts , he made little of the post and was best known among city politicians for her problems making up his mind on matters before the city 's E2 of Estimate , the body that votes on crucial budget and land-use matters .	her	189	E1	4	TRUE	E2	251	FALSE	unk
bnn2666	`` We 've had the Russians and Chinese , and people from India visiting us , '' Mr. E1 beams . Especially her neighbors , the major E2 steelmakers .	her	106	E1	84	TRUE	E2	132	FALSE	unk
bnn1499	In her introduction , Ms. E1 writes that he feels she has much in common with E2 , but as `` Jazz Cleopatra '' goes on , it seems more rushed , as though the author were growing less interested .	he	41	E1	26	TRUE	E2	78	FALSE	unk
bnn611	After the transaction , Mr. E1 estimates the value of his 20 % stake in the new company , to be held by her E2 , will be about 1 billion Swiss francs .	her	104	E1	28	TRUE	E2	108	FALSE	unk
bnn889	But Mr. E1 's sense of pragmatism often comes across more as an insider 's determination not to upset the political apple cart . Despite many doubts about her candidacy , white E2 Yorkers -- who gave Mr. Dinkins 30 % of their votes in the primary -- are n't expected to desert in sufficient numbers to turn the election to Mr. Giuliani .	her	155	E1	8	TRUE	E2	177	FALSE	unk
bnn1915	Mr. E1 , 46 years old , is the company 's director of quality assurance ; most recently , she served as vice president , operations , for E2 .	she	90	E1	4	TRUE	E2	138	FALSE	unk
bnn547	At one point in the documentary , Mr. E1 , who is E2 , says she felt rejected by many of the Protestants and Southerners he met at Yale .	she	60	E1	38	TRUE	E2	50	FALSE	unk
bnn2144	Mr. E1 , 39 , said that he had `` an amicable parting '' with E2 and that he has `` a number of ventures in the financial-services area '' under consideration . He said that her resignation was a mutual decision with Capital Holding management , but that he was n't actually asked to resign .	her	174	E1	4	TRUE	E2	62	FALSE	unk
bnn1239	Mr. E1 , the company 's deep-pocketed , tenacious adversary , recently disclosed that she had raised his E2 stake to 13.1 % , and he again threatened a takeover .	she	86	E1	4	TRUE	E2	105	FALSE	unk
bnn2060	Mr. E1 expects fourth-quarter sales at her company -- which besides Woolworth stores includes Kinney and E2 shoe stores and other specialty chains -- to rise `` pretty much in line '' with its year-to-date increases of between 8 % and 9 % .	her	39	E1	4	TRUE	E2	105	FALSE	unk
bnn90	`` This is the peak of my wine-making experience , '' Mr. E1 declared when she introduced the wine at a dinner in E2 , `` and I wanted to single it out as such . ''	she	75	E1	58	TRUE	E2	114	FALSE	unk
bnn1969	Mr. E1 , by comparison , seems a shadow of the confident hawk who defended Oliver North before national cameras at E2 hearings two years ago . Looking back , he says he erred by stating his `` personal '' opposition to abortion instead of assuring voters that he would n't impose her views on `` policy '' as governor .	her	280	E1	4	TRUE	E2	115	FALSE	unk
bnn49	Some fellow teachers , however , viewed Mrs. E1 as cocky and too yielding to students . E2 says she often defended her to colleagues who called him a grandstander .	him	144	E1	45	TRUE	E2	88	FALSE	unk
bnn2377	Mr. E1 vetoed that : `` Even I ca n't understand all the footnotes , '' he says . Instead , she says , if the salespeople can get the customers to consider E2 's products on their merits , he or a top financial officer will try to assuage the fears about finances .	she	92	E1	4	TRUE	E2	156	FALSE	unk
bnn1062	Ms. E1 said the committee had received other bids . He declined to identify other bidders but said E2 's offer `` is all cash , and it 's for all of the company . ''	He	52	E1	4	TRUE	E2	99	FALSE	unk
bnn1805	Both of Dr. E1 's public faces have been on view the past few weeks while she was under consideration to succeed Joshua Lederberg as head of the prestigious E2 research institution .	she	74	E1	12	TRUE	E2	157	FALSE	unk
bnn1859	E1 of other experiments , Mr. E2 said her experiment was `` very erratic . ''	her	38	E1	0	FALSE	E2	30	TRUE	unk
bnn2485	Mr. E1 also conveyed intelligence from his spy operation inside the Nicaraguan capital of E2 . And on at least one occasion , in the spring of 1985 , she helped arrange a sabotage attack on a Sandinista arsenal in Nicaragua .	she	150	E1	4	TRUE	E2	90	FALSE	unk
bnn1146	Mr. E1 added that the stones found in Hong Kong are thought to carry double the E2 radiation limit , although she noted that double or even triple the U.S. limit is `` still in the range of safe levels . ''	she	110	E1	4	TRUE	E2	80	FALSE	unk
bnn179	Mr. E1 , 52 years old and a 27-year E2 veteran , had been the information-services company 's general manager for only six months . Her appointment to that post , which has senior administrative , staff and policy responsibilities , followed a several-year tenure as Reuters 's editor in chief .	Her	132	E1	4	TRUE	E2	36	FALSE	unk
bnn1919	Discussing future monetary arrangements , Mr. E1 repeated the Thatcher government 's commitment to join the exchange rate mechanism of the E2 , but she did n't indicate when .	she	148	E1	46	TRUE	E2	139	FALSE	unk
bnn689	Though Mrs. E1 does n't need to call an election until E2 1992 , he would prefer doing so in late 1991 .	he	65	E1	12	TRUE	E2	55	FALSE	unk
bnn2519	Mr. E1 , who has been the nation 's top bank regulator , inherited the problems of E2 , based in Irvine , Calif. , after his regulatory role was expanded by the new savings-and-loan bailout law . She made his comments before House Banking Committee hearings to investigate what appears to be the biggest thrift disaster in a scandal-ridden industry .	She	196	E1	4	TRUE	E2	83	FALSE	unk
bnn1519	But instead of thanks , Sen. E1 was treated with cool formality . `` Every witness receives a formal subpoena , '' E2 told her .	her	123	E1	29	TRUE	E2	115	FALSE	unk
bnn714	Mr. E1 , who will return to the E2 board of directors , in addition to his personal ventures , is credited with bringing some basic budgeting and planning discipline to traditionally free-wheeling Kidder . She also improved the firm 's compliance procedures for trading .	She	206	E1	4	TRUE	E2	32	FALSE	unk
bnn1246	Mr. E1 may not want to sell out unless he can get a special dividend similar to one he received before selling his stake in Texaco Inc. in June -- a coup that gave her enough cash to make his E2 move .	her	164	E1	4	TRUE	E2	192	FALSE	unk
bnn610	After the transaction , Mr. E1 estimates the value of his 20 % stake in the new company , to be held by his E2 , will be about 1 billion Swiss francs . This will be her return on an original investment of between 50 million Swiss francs and 80 million Swiss francs .	her	165	E1	28	TRUE	E2	108	FALSE	unk
bnn1281	Mr. E1 noted that E2 `` has taken some actions to better control asset-liability management and improve controls in general , and we think these will serve to improve credit quality . '' As some securities mature and the proceeds are reinvested , the problems ought to ease , she said .	she	276	E1	4	TRUE	E2	18	FALSE	unk
bnn2556	Essentially , Mr. E1 had invested heavily in the Beatrice leveraged buy-out , when she was told by another prominent trader , Bernard `` Bunny '' E2 , that the deal was in trouble .	she	83	E1	18	TRUE	E2	146	FALSE	unk
bnn193	Mr. E1 has said she believes E2 would be worth more if broken up into steel and energy segments .	she	16	E1	4	TRUE	E2	29	FALSE	unk
bnn2780	Mr. E1 said he accepted the resignation of E2 , vice president of corporate sales , and that her marketing responsibilities have been reassigned .	her	93	E1	4	TRUE	E2	43	FALSE	unk
bnn534	The 48-year-old Mr. E1 was hired largely because he was credited with returning Trans World Airlines E2 to profitability while he was its president from 1986 to 1988 . Before that , she was an executive with a manufacturing concern .	she	182	E1	20	TRUE	E2	101	FALSE	unk
bnn832	These critics object to Mr. E1 's participation in a meeting that includes Nicaraguan President Daniel Ortega among the guests . In addition , they argue she wo n't help E2 's standing in the region by trumpeting the U.S. commitment to democracy less than a month after his administration played an ineffectual role in the failed coup attempt in Panama .	she	154	E1	28	TRUE	E2	170	FALSE	unk
bnn1184	Well , it now turns out that Mrs. E1 had to travel across the globe to the 49-member Commonwealth summit in E2 to discomfit the Holy Order of Consensus Builders . While supporting the Commonwealth `` in utterly condemning apartheid , '' his statement urged it to `` encourage change '' rather than inflict further punishment on the country 's black population .	his	237	E1	34	TRUE	E2	108	FALSE	unk
bnn1744	The son of a Seagram 's executive who was stationed in many countries around the world , Mr. E1 was born in Tokyo and attended 19 schools in places ranging from Hong Kong to Shaker Heights , Ohio , before entering E2 College . She and a Dartmouth roommate established a company that restored three hydroelectric power plants in Vermont .	She	227	E1	93	TRUE	E2	214	FALSE	unk
bnn2925	Mr. E1 said he will split her time between the 200-lawyer firm 's offices in E2 , D.C. , and New York , with specialties in aviation and labor law .	her	26	E1	4	TRUE	E2	77	FALSE	unk
bnn2302	E1 , who was reported ill following gall-bladder surgery in E2 , said he was resigning for health reasons . She was succeeded by internal-security chief Egon Krenz , 52 , a hard-liner who quickly ruled out any sharing of power with pro-democracy groups .	She	108	E1	0	TRUE	E2	60	FALSE	unk
bnn2237	The official line was to offer warmer ties to Mr. E1 , provided he is willing to institute reforms . But E2 officials have strong doubts that she is a reformer .	she	142	E1	50	TRUE	E2	105	FALSE	unk
bnn1192	`` I love E1 , but she was the guy who complained most bitterly and loudly , '' says E2 , a former CBS Sports president .	she	19	E1	10	TRUE	E2	85	FALSE	unk
bnn992	Mr. E1 also noted that Navigation Mixte joined E2 's core of shareholders when Paribas was denationalized in 1987 , and said it now holds just under 5 % of Paribas 's shares . Once she realized that Paribas 's intentions were n't friendly , he said , but before the bid was launched , he sought approval to boost his Paribas stake above 10 % .	she	181	E1	4	TRUE	E2	47	FALSE	unk
bnn2056	Philip and E1 move into her mansion and ca n't keep their hands off each other , even in front of the E2 houseman . He wants to continue being a low-paid private eye , and she wants him to live off the million dollars he 's settled on him .	he	218	E1	11	TRUE	E2	102	FALSE	unk
bnn1445	Mr. E1 does n't take control in New York until E2 , but already he 's roiling the waters . She 's attacked the concept of `` building tenure , '' one of the most disgraceful institutions in American public schools .	She	91	E1	4	TRUE	E2	47	FALSE	unk
bnn295	The law is meant to overcome delays caused by defendants ' use of foreign procedures to block E1 requests for records , Judge E2 said in her opinion .	her	137	E1	94	FALSE	E2	126	TRUE	unk
bnn2146	Mr. E1 , 39 , said that he had `` an amicable parting '' with E2 and that she has `` a number of ventures in the financial-services area '' under consideration .	she	74	E1	4	TRUE	E2	62	FALSE	unk
bnn2668	After a four-year , $ 7.7 billion acquisition binge that brought a major soft-drink company , soda bottlers , a fast-food chain and an overseas snack-food giant to E1 , Mr. E2 said he does n't expect any major acquisition in the next year or so . But , `` You never can tell , '' she added , `` you have to take advantage of opportunities .	she	280	E1	164	FALSE	E2	173	TRUE	unk
bnn2075	Mr. E1 says her firm , E2 , has licensed technology known as Information Lens from Massachusetts Institute of Technology and plans to develop it for commercial use .	her	12	E1	4	TRUE	E2	23	FALSE	unk
bnn936	Separately , Mr. E1 said he asked the E2 on Financial Markets to determine whether futures margins are too low . She noted that some minimum margin requirements have been reduced to levels below those before the 1987 crash .	She	113	E1	17	TRUE	E2	38	FALSE	unk
bnn2200	E1 is the younger brother , E2 , who fancies himself the rebellious artist ; she lives in a loft with his sick dog and the occasional visit from the little girl upstairs , who climbs down the fire escape .	she	77	E1	0	FALSE	E2	28	TRUE	unk
bnn326	Special E1 noted that E2 managed horse-breeding in a businesslike way : He kept detailed accounts , practiced soil conservation , enhanced his experience by consulting experts , spent several hours a day doing chores , and dropped the sideline when his best brood mare died . Yet he took little businesslike care with her cattle : He had no prior experience and did n't seek business counsel about them .	her	318	E1	8	FALSE	E2	22	TRUE	unk
bnn1225	In his Rolling Stone interview in 1980 , Mr. E1 volunteered her abortion-rights remarks to contrast himself with his rival , E2 .	her	60	E1	45	TRUE	E2	125	FALSE	unk
bnn2530	E1 's Mr. E2 fears a huge wave of Treasury borrowing early next month will drive down Treasury bond prices . That , coupled with poor third-quarter corporate-earnings comparisons , `` will make trouble for the equity market for the next two to three months , '' she says .	she	262	E1	0	FALSE	E2	10	TRUE	unk
bnn2240	East German Protestantism in particular fears Mr. E1 , in part because of an incident in January 1988 when she was believed to have ordered the arrest of hundreds of dissidents who had sought refuge in the E2 .	she	107	E1	50	TRUE	E2	206	FALSE	unk
bnn542	Since the E1 crisis erupted , Mr. E2 says , the scenario as depicted by the middle-of-the-road group bears a remarkable resemblance to the difficulties Hong Kong currently faces . The consensus of this group , which she dubs `` realists , '' is that the local economy will grow through the 1990s at annual rates averaging between 3 % and 5 % .	she	216	E1	10	FALSE	E2	34	TRUE	unk
bnn1547	Though Ms. E1 is a small woman , she has an outsized personality and dramatic flair that seem perfectly suited to capitalism as it is practiced in Hollywood . E2 life for her has changed considerably since the days in Kiev , when he lived with her parents , her husband and her two sons in a 2 1\/2-room apartment in what she calls `` silent internal immigration , '' dreaming of escape .	he	230	E1	11	TRUE	E2	159	FALSE	unk
bnn2255	Imprisoned by the Nazis during E1 for his political beliefs , Mr. E2 typified the postwar generation of committed Communist leaders in Eastern Europe who took their cues from Moscow . Finally , during her first and only state visit to Bonn two years ago , he won some measure of the recognition he had long sought .	her	201	E1	31	FALSE	E2	66	TRUE	unk
bnn2888	But apparently to make him palatable , even lovable , to the masses , the script inflates pony-tailed E1 into an eccentric genius , master of 11 Chinese dialects . He takes her wash to the laundromat , where he meets a punky French girl who dupes him into providing a home for her pet piranha and then promptly steals his car and dumps it in E2 .	her	173	E1	102	TRUE	E2	342	FALSE	unk
bnn2921	But while verbal high jinks alone wo n't help E1 regain power , Mr. E2 should never be underestimated . Then , to buttress her credibility with the left , he enticed some smaller leftist parties to stand for election under the PASOK banner .	her	123	E1	46	FALSE	E2	68	TRUE	unk
bnn2348	Because she 's very bullish on the emerging growth stocks that make up the fund 's portfolio , Mr. E1 said from his E2 hideaway .	she	8	E1	99	TRUE	E2	116	FALSE	unk
bnn2330	Mr. E1 should beware , since she lives in E2 .	she	29	E1	4	TRUE	E2	42	FALSE	unk
bnn1408	And when Mr. E1 strode into the playing hall , he called the outcome . As if he were E2 , about to enter the ring with a 98-pound weakling , she declared : `` I 'll be able to beat any computer for the next five years . ''	she	141	E1	13	TRUE	E2	85	FALSE	unk
bnn1002	Mr. E1 said costs of incentives caused a `` moderate '' loss in the E2 , Mich. , company 's North American car and truck business . She said the loss was n't `` that much different '' from Ford 's $ 37 million loss on U.S. automotive operations , but he declined to be specific .	She	132	E1	4	TRUE	E2	68	FALSE	unk
bnn418	Mr. E1 said her suspicions were aroused by several foreign investments by E2 , including $ 22 million paid to Credit Suisse of Switzerland , an $ 18 million interest in Saudi European Bank in Paris , a $ 17.5 million investment in a Bahamas trading company , and a recently discovered holding in a Panama-based company , Southbrook Holdings .	her	12	E1	4	TRUE	E2	74	FALSE	unk
bnn2549	Mr. E1 , who teaches government at prestigious E2 in California and will remain a member of the commission , has spent years arguing that civil rights are individuals ' rights . He last made waves when she dared to defend an Indian girl who had been adopted by non-Indian parents off her reservation .	she	202	E1	4	TRUE	E2	47	FALSE	unk
bnn1514	Although this E1 pressure was clearly a factor among committee Republicans , no single influence was greater than Mr. E2 . A master of pork-barrel politics , she had crafted the $ 2.85 billion package in vintage style and used the full force of his chairmanship to keep the proposal intact and dismiss any alternative .	she	158	E1	14	FALSE	E2	118	TRUE	unk
bnn176	Mr. E1 's success in that job helped her land the top job with E2 in December 1987 .	her	37	E1	4	TRUE	E2	63	FALSE	unk
bnn2943	Mr. E1 , her family members and associates also donated $ 112,000 to E2 's congressional campaigns over the years , according to press accounts .	her	9	E1	4	TRUE	E2	69	FALSE	unk
bnn1793	E1 , who still has artistic aspirations , knows she is lucky to be working as a food stylist , prepping pies , burgers , frosty cold drinks and other comestibles to look as appetizing as possible in front of the camera . After all , she reasons , `` there were housewives with E2 and degrees from cooking schools in France who would kill for his job . ''	his	342	E1	0	TRUE	E2	277	FALSE	unk
bnn2803	E1 has avoided all that by living in a Long Island suburb with her wife , who 's so addicted to soap operas and mystery novels she barely seems to notice when her husband disappears for drug-seeking forays into E2 .	her	63	E1	0	TRUE	E2	211	FALSE	unk
bnn2017	Mr. E1 , on the other hand , has fewer fans in Hollywood , and his detractors like to characterize him as something of a hot-tempered bully . She came to produce her records and her movies -- `` A Star Is Born '' and `` The E2 . ''	She	142	E1	4	TRUE	E2	224	FALSE	unk
bnn2350	Mr. E1 bought her shares in several separate purchases between Aug. 30 and Sept. 28 , according to reports with the E2 .	her	14	E1	4	TRUE	E2	116	FALSE	unk
bnn2714	Dr. E1 's office said she would n't talk with reporters , and it refused to release any information about her . The newsletter Medicine & Health , which first disclosed him selection by E2 , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .	him	169	E1	4	TRUE	E2	186	FALSE	unk
bnn2070	Questioned in E1 about what would happen if her much-heralded peace plan would fail , President E2 voiced expectations of direct U.S. action .	her	44	E1	14	FALSE	E2	96	TRUE	unk
bnn2663	We understand such rueful wisdom must be retrospective : The E1 of E2 only spreads his wings at dusk .	his	83	E1	61	TRUE	E2	67	FALSE	unk
bnn2887	But apparently to make him palatable , even lovable , to the masses , the script inflates pony-tailed E1 into an eccentric genius , master of 11 Chinese dialects . He takes his wash to the laundromat , where she meets a punky French girl who dupes him into providing a home for her pet piranha and then promptly steals his car and dumps it in E2 .	she	208	E1	102	TRUE	E2	343	FALSE	unk
bnn2503	Public protests against her were triggered in June 1987 due to charges by Diaz Herrera , his former chief of staff , that Mr. E1 had stolen the 1984 election and had ordered the killing of Messrs. Spadafora and E2 .	her	24	E1	126	TRUE	E2	211	FALSE	unk
bnn708	Mr. E1 says she will return E2 to prominence as a great investment bank .	she	12	E1	4	TRUE	E2	28	FALSE	unk
bnn28	Mrs. E1 was fired and prosecuted under an unusual E2 law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of his actions , she became something of a local martyr .	his	420	E1	5	TRUE	E2	50	FALSE	unk
